state,date,tot_cases,new_cases,tot_deaths,new_deaths,1st_dose,2nd_dose,discharge_variable,patient_variable,discharge_n,mortality_rate,LOS
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,All Inpatient Stays,Age: 45-64 years,"4,873",2.1,5.7
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,All Inpatient Stays,Age: 65-79 years,"5,472",3.7,5.7
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,All Inpatient Stays,Age: 80+ years,"2,784",4.6,5.7
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,COVID-19-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,COVID-19-Related Inpatient Stays,Age: 18-44 years,70,0.0,6.8
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,COVID-19-Related Inpatient Stays,Age: 45-64 years,191,6.3,10.4
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,COVID-19-Related Inpatient Stays,Age: 65-79 years,125,12.8,9.7
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,COVID-19-Related Inpatient Stays,Age: 80+ years,67,0.0,9.4
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Elective Inpatient Admissions*,Age: 0-17 years,100,0.0,5.3
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Elective Inpatient Admissions*,Age: 18-44 years,450,0.0,4.8
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Elective Inpatient Admissions*,Age: 45-64 years,810,0.0,4.5
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Elective Inpatient Admissions*,Age: 65-79 years,838,1.6,5.2
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Elective Inpatient Admissions*,Age: 80+ years,302,4.0,6.5
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Injury-Related Inpatient Stays,Age: 0-17 years,54,0.0,4.0
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Injury-Related Inpatient Stays,Age: 18-44 years,191,0.0,5.2
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Injury-Related Inpatient Stays,Age: 45-64 years,223,0.0,6.9
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Injury-Related Inpatient Stays,Age: 65-79 years,308,0.0,6.4
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Injury-Related Inpatient Stays,Age: 80+ years,256,0.0,5.4
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,59,0.0,9.1
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,579,0.0,6.2
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,351,0.0,6.9
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,110,0.0,11.5
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,39,0.0,11.7
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Other Medical Inpatient Stays,Age: 0-17 years,241,0.0,3.1
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Other Medical Inpatient Stays,Age: 18-44 years,"1,179",1.1,4.2
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Other Medical Inpatient Stays,Age: 45-64 years,"2,937",2.4,5.0
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Other Medical Inpatient Stays,Age: 65-79 years,"3,659",4.4,5.3
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Other Medical Inpatient Stays,Age: 80+ years,"2,062",4.8,5.4
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Surgical Inpatient Stays,Age: 0-17 years,64,0.0,3.9
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Surgical Inpatient Stays,Age: 18-44 years,381,0.0,7.3
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Surgical Inpatient Stays,Age: 45-64 years,"1,362",2.1,6.7
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Surgical Inpatient Stays,Age: 65-79 years,"1,395",2.4,6.4
West Virginia,Jun-2021,815701,3260,14266,102,86400,86400,Surgical Inpatient Stays,Age: 80+ years,427,4.4,6.3
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Admissions Through the ED*,Age: 0-17 years,203,0.0,3.9
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Admissions Through the ED*,Age: 18-44 years,"1,639",1.1,5.1
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Admissions Through the ED*,Age: 45-64 years,"3,519",3.0,5.6
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Admissions Through the ED*,Age: 65-79 years,"3,725",4.2,6.0
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Admissions Through the ED*,Age: 80+ years,"2,092",5.7,5.7
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,All Inpatient Stays,Age: 0-17 years,"1,942",0.0,3.9
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,All Inpatient Stays,Age: 18-44 years,"3,988",0.8,4.3
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,All Inpatient Stays,Age: 45-64 years,"5,249",3.0,5.6
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,All Inpatient Stays,Age: 65-79 years,"5,525",3.9,5.8
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,All Inpatient Stays,Age: 80+ years,"2,830",5.4,5.8
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,COVID-19-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,COVID-19-Related Inpatient Stays,Age: 18-44 years,111,0.0,7.1
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,COVID-19-Related Inpatient Stays,Age: 45-64 years,254,8.7,9.4
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,COVID-19-Related Inpatient Stays,Age: 65-79 years,237,13.1,10.8
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,COVID-19-Related Inpatient Stays,Age: 80+ years,90,22.2,12.9
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Elective Inpatient Admissions*,Age: 0-17 years,134,0.0,4.1
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Elective Inpatient Admissions*,Age: 18-44 years,511,0.0,5.0
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Elective Inpatient Admissions*,Age: 45-64 years,930,0.0,4.6
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Elective Inpatient Admissions*,Age: 65-79 years,947,1.2,4.3
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Elective Inpatient Admissions*,Age: 80+ years,309,0.0,6.9
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Influenza-Related Inpatient Stays,Age: 18-44 years,0,0.0,0.0
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Injury-Related Inpatient Stays,Age: 0-17 years,37,0.0,5.2
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Injury-Related Inpatient Stays,Age: 18-44 years,186,0.0,6.4
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Injury-Related Inpatient Stays,Age: 45-64 years,209,0.0,6.4
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Injury-Related Inpatient Stays,Age: 65-79 years,256,0.0,5.9
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Injury-Related Inpatient Stays,Age: 80+ years,250,0.0,5.5
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,75,0.0,5.1
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,629,0.0,5.6
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,311,0.0,7.2
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,85,0.0,8.7
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,43,0.0,10.7
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Other Medical Inpatient Stays,Age: 0-17 years,279,0.0,3.6
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Other Medical Inpatient Stays,Age: 18-44 years,"1,091",1.8,4.5
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Other Medical Inpatient Stays,Age: 45-64 years,"3,140",3.8,5.0
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Other Medical Inpatient Stays,Age: 65-79 years,"3,651",4.6,5.5
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Other Medical Inpatient Stays,Age: 80+ years,"2,095",6.0,5.3
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Surgical Inpatient Stays,Age: 0-17 years,69,0.0,4.4
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Surgical Inpatient Stays,Age: 18-44 years,511,0.0,6.8
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Surgical Inpatient Stays,Age: 45-64 years,"1,587",2.3,6.5
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Surgical Inpatient Stays,Age: 65-79 years,"1,533",2.5,6.2
West Virginia,Mar-2021,683411,11345,12323,332,128700,128700,Surgical Inpatient Stays,Age: 80+ years,442,4.3,7.5
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Admissions Through the ED*,Age: 0-17 years,197,0.0,4.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Admissions Through the ED*,Age: 18-44 years,"1,613",0.9,5.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Admissions Through the ED*,Age: 45-64 years,"3,574",2.2,5.4
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Admissions Through the ED*,Age: 65-79 years,"3,654",3.7,5.8
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Admissions Through the ED*,Age: 80+ years,"1,874",5.1,5.6
West Virginia,May-2021,632113,8483,11008,117,141120,141120,All Inpatient Stays,Age: 0-17 years,"1,885",0.0,3.9
West Virginia,May-2021,632113,8483,11008,117,141120,141120,All Inpatient Stays,Age: 18-44 years,"3,873",0.6,4.2
West Virginia,May-2021,632113,8483,11008,117,141120,141120,All Inpatient Stays,Age: 45-64 years,"5,117",2.2,5.5
West Virginia,May-2021,632113,8483,11008,117,141120,141120,All Inpatient Stays,Age: 65-79 years,"5,356",3.8,5.7
West Virginia,May-2021,632113,8483,11008,117,141120,141120,All Inpatient Stays,Age: 80+ years,"2,565",5.4,5.7
West Virginia,May-2021,632113,8483,11008,117,141120,141120,COVID-19-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,COVID-19-Related Inpatient Stays,Age: 18-44 years,164,0.0,7.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,COVID-19-Related Inpatient Stays,Age: 45-64 years,328,8.5,8.1
West Virginia,May-2021,632113,8483,11008,117,141120,141120,COVID-19-Related Inpatient Stays,Age: 65-79 years,275,17.1,9.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,COVID-19-Related Inpatient Stays,Age: 80+ years,82,20.7,8.2
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Elective Inpatient Admissions*,Age: 0-17 years,102,0.0,4.1
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Elective Inpatient Admissions*,Age: 18-44 years,458,0.0,4.8
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Elective Inpatient Admissions*,Age: 45-64 years,840,1.3,4.5
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Elective Inpatient Admissions*,Age: 65-79 years,868,1.7,5.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Elective Inpatient Admissions*,Age: 80+ years,287,6.6,6.4
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Injury-Related Inpatient Stays,Age: 0-17 years,42,0.0,2.8
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Injury-Related Inpatient Stays,Age: 18-44 years,198,0.0,5.0
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Injury-Related Inpatient Stays,Age: 45-64 years,254,0.0,5.7
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Injury-Related Inpatient Stays,Age: 65-79 years,246,0.0,5.8
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Injury-Related Inpatient Stays,Age: 80+ years,238,0.0,6.4
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,62,0.0,5.7
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,529,0.0,6.7
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,317,0.0,6.4
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,87,0.0,8.2
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,31,0.0,15.8
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Other Medical Inpatient Stays,Age: 0-17 years,255,0.0,3.3
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Other Medical Inpatient Stays,Age: 18-44 years,"1,122",1.2,4.3
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Other Medical Inpatient Stays,Age: 45-64 years,"3,127",2.9,4.9
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Other Medical Inpatient Stays,Age: 65-79 years,"3,625",4.6,5.4
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Other Medical Inpatient Stays,Age: 80+ years,"1,889",5.9,5.3
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Surgical Inpatient Stays,Age: 0-17 years,77,0.0,5.5
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Surgical Inpatient Stays,Age: 18-44 years,454,0.0,6.5
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Surgical Inpatient Stays,Age: 45-64 years,"1,417",1.3,6.4
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Surgical Inpatient Stays,Age: 65-79 years,"1,398",2.6,6.4
West Virginia,May-2021,632113,8483,11008,117,141120,141120,Surgical Inpatient Stays,Age: 80+ years,407,3.9,6.3
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Admissions Through the ED*,Age: 0-17 years,650,0.0,4.6
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Admissions Through the ED*,Age: 18-44 years,"3,553",1.3,4.1
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Admissions Through the ED*,Age: 45-64 years,"5,903",2.1,4.9
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Admissions Through the ED*,Age: 65-79 years,"6,202",3.2,5.3
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Admissions Through the ED*,Age: 80+ years,"4,486",4.0,4.8
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,All Inpatient Stays,Age: 0-17 years,"6,547",0.5,3.7
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,All Inpatient Stays,Age: 18-44 years,"10,123",0.6,3.4
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,All Inpatient Stays,Age: 45-64 years,"9,668",2.0,5.0
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,All Inpatient Stays,Age: 65-79 years,"10,457",2.9,5.2
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,All Inpatient Stays,Age: 80+ years,"6,300",4.0,4.8
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,COVID-19-Related Inpatient Stays,Age: 0-17 years,30,0.0,4.5
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,COVID-19-Related Inpatient Stays,Age: 18-44 years,301,0.0,4.9
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,COVID-19-Related Inpatient Stays,Age: 45-64 years,554,4.5,6.5
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,COVID-19-Related Inpatient Stays,Age: 65-79 years,356,12.9,8.8
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,COVID-19-Related Inpatient Stays,Age: 80+ years,145,11.0,7.5
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Elective Inpatient Admissions*,Age: 0-17 years,329,0.0,5.5
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Elective Inpatient Admissions*,Age: 18-44 years,820,0.0,3.4
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Elective Inpatient Admissions*,Age: 45-64 years,"2,035",0.0,4.1
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Elective Inpatient Admissions*,Age: 65-79 years,"2,331",0.9,4.2
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Elective Inpatient Admissions*,Age: 80+ years,727,2.3,4.7
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Injury-Related Inpatient Stays,Age: 0-17 years,93,0.0,4.8
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Injury-Related Inpatient Stays,Age: 18-44 years,374,4.3,5.4
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Injury-Related Inpatient Stays,Age: 45-64 years,366,4.9,5.7
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Injury-Related Inpatient Stays,Age: 65-79 years,455,3.3,5.9
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Injury-Related Inpatient Stays,Age: 80+ years,546,3.3,4.9
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,313,0.0,5.7
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,"1,242",0.0,3.9
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,708,0.0,4.9
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,172,0.0,7.3
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,58,0.0,8.2
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Other Medical Inpatient Stays,Age: 0-17 years,747,0.0,3.8
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Other Medical Inpatient Stays,Age: 18-44 years,"2,444",1.1,4.0
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Other Medical Inpatient Stays,Age: 45-64 years,"5,525",2.3,4.7
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Other Medical Inpatient Stays,Age: 65-79 years,"6,419",3.6,4.9
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Other Medical Inpatient Stays,Age: 80+ years,"4,458",4.7,4.6
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Surgical Inpatient Stays,Age: 0-17 years,268,0.0,10.6
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Surgical Inpatient Stays,Age: 18-44 years,"1,032",1.6,5.2
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Surgical Inpatient Stays,Age: 45-64 years,"3,063",1.5,5.4
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Surgical Inpatient Stays,Age: 65-79 years,"3,411",1.7,5.5
Wisconsin,Apr-2021,2602109,22658,29718,224,333450,333450,Surgical Inpatient Stays,Age: 80+ years,"1,238",1.9,5.4
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Admissions Through the ED*,Age: 0-17 years,568,0.0,4.9
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Admissions Through the ED*,Age: 18-44 years,"3,187",1.0,4.3
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Admissions Through the ED*,Age: 45-64 years,"6,063",3.6,5.7
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Admissions Through the ED*,Age: 65-79 years,"7,281",5.9,6.3
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Admissions Through the ED*,Age: 80+ years,"5,415",7.6,5.6
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,All Inpatient Stays,Age: 0-17 years,"5,797",0.4,3.9
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,All Inpatient Stays,Age: 18-44 years,"9,141",0.5,3.5
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,All Inpatient Stays,Age: 45-64 years,"9,823",3.2,5.5
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,All Inpatient Stays,Age: 65-79 years,"11,422",5.3,6.0
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,All Inpatient Stays,Age: 80+ years,"7,269",7.4,5.6
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,COVID-19-Related Inpatient Stays,Age: 0-17 years,69,0.0,4.9
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,COVID-19-Related Inpatient Stays,Age: 18-44 years,579,2.1,5.2
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,COVID-19-Related Inpatient Stays,Age: 45-64 years,"1,548",8.9,8.4
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,COVID-19-Related Inpatient Stays,Age: 65-79 years,"2,331",13.6,8.9
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,COVID-19-Related Inpatient Stays,Age: 80+ years,"1,749",15.3,7.4
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Elective Inpatient Admissions*,Age: 0-17 years,281,0.0,6.2
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Elective Inpatient Admissions*,Age: 18-44 years,669,0.0,3.7
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Elective Inpatient Admissions*,Age: 45-64 years,"2,085",0.0,3.7
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Elective Inpatient Admissions*,Age: 65-79 years,"2,150",1.1,4.3
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Elective Inpatient Admissions*,Age: 80+ years,604,3.8,5.2
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Influenza-Related Inpatient Stays,Age: 18-44 years,0,0.0,0.0
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Injury-Related Inpatient Stays,Age: 0-17 years,63,0.0,6.2
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Injury-Related Inpatient Stays,Age: 18-44 years,340,0.0,5.6
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Injury-Related Inpatient Stays,Age: 45-64 years,346,0.0,5.6
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Injury-Related Inpatient Stays,Age: 65-79 years,497,2.8,6.9
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Injury-Related Inpatient Stays,Age: 80+ years,601,5.5,5.5
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,241,0.0,5.7
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,"1,066",0.0,4.0
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,621,0.0,5.7
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,157,0.0,6.9
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,58,0.0,7.3
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Other Medical Inpatient Stays,Age: 0-17 years,675,0.0,4.3
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Other Medical Inpatient Stays,Age: 18-44 years,"2,165",1.5,4.4
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Other Medical Inpatient Stays,Age: 45-64 years,"5,754",4.3,5.4
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Other Medical Inpatient Stays,Age: 65-79 years,"7,607",7.0,6.0
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Other Medical Inpatient Stays,Age: 80+ years,"5,518",8.1,5.5
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Surgical Inpatient Stays,Age: 0-17 years,227,0.0,10.5
Wisconsin,Dec-2020,2367942,123784,22485,1847,129675,129675,Surgical Inpatient Stays,Age: 18-44 years,895,0.0,5.3
